title,itemtype,deweyClass,Counts,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Spectrum vocabulary Grade 6",jcbk,428.1,76,0,0,0,0,0,0,0,21,21,14,10,4,6
"Phraseology the definitive compendium thousands of bizarre origins unexpected connections and fascinating facts about Englishs best expressions",acbk,422,76,0,0,0,35,13,9,4,6,5,3,1,0,0
"Italian verbs for dummies",acbk,458.2421,76,0,0,0,16,10,11,10,8,5,8,4,2,2
"Barrons painless vocabulary",acbk,428.1,76,0,0,0,0,0,0,6,17,12,13,16,8,4
"Pronunciation pairs an introduction to the sounds of English",acbk,428.34,76,0,0,0,19,23,11,8,7,1,2,4,1,0
"English for the real world for Chinese speakers",bccas,428.34951,75,24,24,11,9,7,0,0,0,0,0,0,0,0
"Websters New World college dictionary",acbk,423,75,18,10,8,10,8,9,1,4,2,0,0,4,1
"How to talk American a guide to our native tongues",acbk,427.973,75,14,12,18,12,7,7,2,3,0,0,0,0,0
"InglÃ¢Â€Âšs para construcciÃ‚Â¢n palabras y frases esenciales para comunicarse exitosamente en el trabajo de construcciÃ‚Â¢n English for construction",bccd,428.3461,75,0,0,3,22,15,11,10,6,4,1,2,1,0
"Learning to speak English Russian Program 1",bccd,428.34917,75,0,20,13,15,9,9,3,5,1,0,0,0,0
"Auto inglÃ¢Â€Âšs cÃ‚Â¢mo pronunciar correctamente el inglÃ¢Â€Âšs",bckit,428.3461,75,17,13,14,15,6,5,3,1,1,0,0,0,0
"Just say nu Yiddish for every occasion when English just wont do",acbk,439.181,75,0,8,23,15,6,3,5,4,5,2,1,3,0
"Literally the best language book ever annoying words and abused phrases you should never use again",acbk,428,75,0,0,30,10,7,5,9,4,1,4,4,0,1
"Muzzy Spanish a video language course",jcvhs,468.3421,75,35,23,13,4,0,0,0,0,0,0,0,0,0
"Horologicon a days jaunt through the lost words of the English language",acbk,420.9,75,0,0,0,0,0,0,0,15,28,9,10,8,5
"Italian made simple",acbk,458.2421,75,2,1,4,19,18,12,8,5,3,0,3,0,0
"Painless vocabulary",acbk,428.1,75,0,0,0,0,10,17,11,8,6,5,3,11,4
"Meiguo sheng huo shi yong hui hua Encounters in America",acbk,428.24,75,11,6,3,7,6,11,8,9,6,0,5,0,3
"German English visual bilingual dictionary",bcbk,433.21,75,0,0,0,0,0,0,0,0,0,0,0,48,27
"Up up and away a book about adverbs",jcbk,428.1,75,5,5,4,10,9,9,6,6,3,4,5,7,2
"ABC del inglÃ¢Â€Âšs mÃ¢Â€Âštodo bÃ‚Â sico para aprender inglÃ¢Â€Âšs sin maestro",acbk,428.3461,75,0,0,0,0,0,21,20,19,5,7,2,1,0
"My big Barefoot book of Spanish English words",jcbk,463.21,75,0,0,0,0,0,0,0,0,0,0,0,25,50
"Speak English like an American you already speak English now speak it even better Hable InglÃ¢Â€Âšs como los Americanos",bcbk,428.2461,75,27,14,8,10,5,4,2,1,1,2,0,1,0
Russian,accd,491.78342,75,16,11,20,12,7,5,4,0,0,0,0,0,0
"Chinese made nice easy",acbk,495.18342,74,0,0,0,11,17,17,9,9,4,3,4,0,0
"English made easy a new ESL approach learning English through pictures Volume two",bcbk,428.1,74,0,0,0,0,0,0,0,0,0,0,0,48,26
"Jing xuan Ying Han Han Ying ci dian Concise English Chinese Chinese English dictionary",acbk,495.1321,74,15,24,12,7,8,8,0,0,0,0,0,0,0
"new Penguin Russian course",acbk,491.78242,74,26,17,16,10,5,0,0,0,0,0,0,0,0
"Double take a new look at opposites",jcbk,428.1,74,0,0,0,0,0,0,0,0,0,0,0,45,29
"Childrens illustrated dictionary",jcbk,423.17,74,0,0,0,0,0,0,0,0,17,20,12,13,12
"art of styling sentences",acbk,428.2,74,0,0,0,0,0,0,17,21,14,9,7,4,2
"English pronouns and prepositions",bcbk,428.24,74,0,0,0,0,0,0,0,0,0,22,27,20,5
"circus of words acrobatic anagrams parading palindromes wonderful words on a wire and more lively letter play",jcbk,428.1,74,3,8,7,6,9,8,6,8,5,3,5,4,2
"English grammar 5 Pronouns",bcdvd,428.2,74,0,0,0,0,0,0,13,26,12,3,10,9,1
"dictionary of Cantonese slang the language of Hong Kong movies street gangs and city life",acbk,495.172,74,13,18,11,10,7,2,5,4,4,0,0,0,0
"Aprenda rÃ‚Â pido Lectura Reading",bcbk,428.2461,74,0,0,0,31,15,6,9,4,3,3,2,1,0
"Arabic Eastern Part B the complete course II",accd,492.73421,73,0,0,0,7,10,13,12,10,4,6,5,4,1
"Grammar rock",jcvhs,428.2,73,33,18,16,6,0,0,0,0,0,0,0,0,0
"100 words every high school freshman should know",acbk,428.1,73,0,0,0,0,0,0,0,3,14,9,13,27,7
"Intermediate Arabic for dummies",acbk,492.78242,73,0,0,0,17,9,7,5,8,3,7,6,5,6
"OK the improbable story of Americas greatest word",acbk,427.973,73,0,0,0,0,0,25,15,12,6,6,5,2,2
"Nelson Mandela",bcbk,428.62,73,0,0,0,5,9,10,7,7,9,13,3,5,5
"Muzzy level II German",jcdvd,438.3421,73,0,0,0,16,14,13,14,8,5,2,1,0,0
"Brainy baby English",jcvhs,428.1,73,31,15,18,9,0,0,0,0,0,0,0,0,0
"new Joys of Yiddish",acbk,422.4391,73,11,3,6,5,5,7,7,6,5,3,4,9,2
"English is coming how one language is sweeping the world",acbk,420.9,73,0,0,0,0,25,24,12,4,4,1,1,2,0
"world is a class how and why to teach English around the world",acbk,428.007,73,9,12,10,17,12,6,4,3,0,0,0,0,0
"English words from Latin and Greek elements",acbk,422.48,73,4,4,5,10,4,8,7,8,5,4,10,2,2
"What in the word wordplay word lore and answers to the peskiest questions about language",acbk,422,72,24,10,9,5,3,2,5,5,3,1,2,3,0
"Liu Mei hui hua chuan chi",bccas,428.34951,72,44,14,10,3,1,0,0,0,0,0,0,0,0
"Usborne internet linked first thousand words in Arabic with internet linked pronunciation guide",jcbk,492.78242,72,0,0,0,0,0,18,12,10,7,6,11,5,2
"Another word a day an all new romp through some of the most unusual and intriguing words in English",acbk,428.1,72,34,9,12,8,5,1,2,1,0,0,0,0,0
"Mei yu lu Di er ji Ting qi yan ye",acbk,427.973,72,15,13,15,15,11,3,0,0,0,0,0,0,0
"Portuguese an essential grammar",acbk,469.82421,72,10,11,7,11,6,8,10,9,0,0,0,0,0
"accidents of style good advice on how not to write badly",acbk,428,72,0,0,0,0,23,23,7,9,5,1,3,1,0
"secret life of the English language buttering parsnips twocking chavs",acbk,422,72,0,0,0,18,8,7,10,11,7,4,3,4,0
"Madrigals magic key to Spanish",acbk,468.2421,72,10,8,5,0,0,0,0,0,0,0,10,15,24
"InglÃ¢Â€Âšs sin barreras 5 La casa y el mobiliario el video maestro de inglÃ¢Â€Âšs conversacional",bcdvd,428.3461,72,0,0,0,16,21,5,3,6,10,5,3,3,0
"Rosa Parks",bcbk,428.62,71,0,0,0,5,12,10,8,7,6,7,6,5,5
"Men can get embarrassed too confusing English vocabulary for Spanish speakers",bcbk,428.2461,71,0,16,12,15,9,6,6,3,2,0,1,1,0
"Russian English visual bilingual dictionary",acbk,491.73,71,0,0,0,0,0,0,0,0,0,0,0,49,18
"A to Zen a book of Japanese culture",jcbk,495.68242,71,14,9,14,9,10,5,6,2,2,0,0,0,0
"revenge of anguished English more accidental assaults upon our language",acbk,420.207,71,28,8,8,7,4,6,3,6,1,0,0,0,0
"Pimsleur language programs Japanese I B the complete course",accd,495.68342,71,70,1,0,0,0,0,0,0,0,0,0,0,0
"Bilingual baby Vol 5 Japanese",jcvhs,495.683,71,28,21,17,5,0,0,0,0,0,0,0,0,0
"Practical Chinese reader companion Shih yung Han yu hsueh hsi shou tse",acbk,495.18242,71,21,12,10,12,6,4,4,2,0,0,0,0,0
"Miss Pell would never misspell and other painless tricks for memorizing how to spell and use wily words",jcbk,428.1,71,0,0,0,0,0,0,22,11,10,10,10,6,2
"new Oxford American dictionary",acbk,423,71,7,4,7,3,4,9,13,4,8,2,8,2,0
"Hotel English",bccd,428.34,71,0,0,16,15,12,7,8,8,1,3,1,0,0
"Destinos an introduction to Spanish",alvhs,468,71,37,17,15,2,0,0,0,0,0,0,0,0,0
"InglÃ¢Â€Âšs sin barreras el curso en audiocassettes",bckit,428.3461,70,28,19,16,6,1,0,0,0,0,0,0,0,0
"Dirty French everyday slang from Whats up to F% off",acbk,447.09,70,0,0,0,0,15,12,11,10,6,5,7,4,0
"InglÃ¢Â€Âšs mÃ‚Â s allÃ‚Â  de lo bÃ‚Â sico",bckit,428.3461,70,0,28,10,11,1,6,7,3,2,1,1,0,0
"InglÃ¢Â€Âšs para latinos segunda ediciÃ‚Â¢n",bckit,428.246,70,23,12,16,4,7,2,2,4,0,0,0,0,0
"Schottenfreude German words for the human condition",acbk,438.1,70,0,0,0,0,0,0,0,10,29,14,8,3,6
"Youre saying it wrong a pronunciation guide to the 150 most commonly mispronounced words and their tangled histories of misuse",acbk,421.54,70,0,0,0,0,0,0,0,0,0,0,31,29,10
"Auto inglÃ¢Â€Âšs curso de autoaprendizaje de inglÃ¢Â€Âšs del nivel inicial al avanzado en 15 lecciones",bckit,428.3461,70,18,16,16,8,7,2,1,2,0,0,0,0,0
"Como aprendÃ‚Â¡ inglÃ¢Â€Âšs 55 latinos realizados relatan sus lecciones de idioma y vida",acbk,428,70,0,5,22,8,12,6,4,4,2,4,2,1,0
"Merry go round a book about nouns",jcbk,428.1,70,8,4,5,10,10,7,5,4,1,4,3,6,3
"Side by side Book 3",bccas,428.34,70,24,14,17,11,4,0,0,0,0,0,0,0,0
"How I learned English 55 accomplished Latinos recall lessons in language and life",acbk,428.34,69,0,10,17,6,7,4,1,2,0,0,11,9,2
"How to speak Brit the quintessential guide to the Kings English Cockney slang and other flummoxing British phrases",acbk,427.941,69,0,0,0,0,0,0,0,0,21,32,9,6,1
"Colloquial Portuguese a complete language course",acbk,469.82421,69,13,11,13,10,6,3,0,0,0,0,2,8,3
"Aprenda rÃ‚Â pido Vocabulario y ortografÃ‚Â¡a Vocabulary and spelling",bcbk,428.2461,69,0,0,0,29,12,8,6,7,5,0,1,1,0
"Side by side Book 3",bcbk,428.24,69,0,0,0,0,0,0,0,0,0,14,23,25,7
"Hable InglÃ¢Â€Âšs en el trabajo cÃ‚Â¢mo decir las palabras correctas para obtener el trabajo perfecto para usted para casi todo tipo de trabajos jonaleros jardinerÃ‚Â¡a construcciÃ‚Â¢n restaurante servicio domÃ¢Â€Âšstico hable inglÃ¢Â€Âšs en segundos Sp",bcbk,428.2461,69,0,0,26,25,7,3,2,2,1,1,1,1,0
"Nihonjin no shiranai nihongo naruhodo bakusho no nihongo saihakken komikku essei",acbk,495.6,69,0,0,0,0,8,14,8,11,5,12,4,2,5
"Advanced English reading and comprehension",bcbk,428.64,69,0,0,0,0,0,0,0,0,0,15,24,20,10
"Everyday American English dictionary a basic dictionary for English language learning",acbk,423,69,16,17,9,5,7,6,5,4,0,0,0,0,0
s,jcbk,428.1,69,0,0,0,0,0,0,0,0,0,0,16,28,25
"French 60 second grammar workouts 140 speed tests to boost your fluency",acbk,448.242,69,25,11,17,14,2,0,0,0,0,0,0,0,0
"Youre clean as a whistle and other silly sayings",jcbk,428,69,0,0,14,16,5,11,7,6,4,2,2,1,1
"Learn Swedish for English speakers",acbk,439.78242,69,3,3,5,9,13,10,5,4,2,5,5,4,1
"Master the basics Russian",acbk,491.78242,69,12,13,13,9,12,7,3,0,0,0,0,0,0
"Dirty Russian everyday slang from whats up to F% Off",acbk,491.7709,68,0,0,0,0,27,14,10,7,3,1,6,0,0
"Rogets 21st century thesaurus in dictionary form the essential reference for home school or office",acbk,423.1,68,0,0,9,11,11,5,7,8,8,4,0,3,2
"Cong Meiguo xiao xue ke ben xue di dao Ying wen",acbk,428.24951,68,0,0,0,0,0,0,0,0,7,22,18,17,4
"Ready to write a first composition text",bcbk,428.24,68,21,12,12,15,4,2,2,0,0,0,0,0,0
"Pocket Kenkyusha Japanese dictionary",acbk,495.6321,68,0,0,11,23,12,9,4,3,1,5,0,0,0
"English the Berlitz way 3 for Chinese speakers",bccas,428.34951,68,12,17,10,18,7,4,0,0,0,0,0,0,0
"InglÃ¢Â€Âšs English for Spanish speakers el curso completo 3A",bccd,428.3461,68,0,0,0,0,8,5,9,11,7,8,11,9,0
"Barrons 1001 pitfalls in German",acbk,438.2421,68,16,13,10,8,3,7,5,6,0,0,0,0,0
"thinkers thesaurus sophisticated alternatives to common words",acbk,423.12,68,8,3,5,8,8,9,6,6,4,7,3,0,1
"Romanian Part B the complete course I",accd,459.83421,67,0,0,0,6,12,12,8,10,1,8,6,2,2
"Websters synonyms antonyms and homonyms",acbk,423.1,67,10,10,6,12,11,6,4,3,4,0,1,0,0
"Yiddish with Dick and Jane",acbk,439.18642,67,15,12,9,7,6,10,5,3,0,0,0,0,0
"word detective searching for the meaning of it all at the Oxford English Dictionary a memoir",acbk,423.092,67,0,0,0,0,0,0,0,0,0,0,11,53,3
"How to prepare for the TOEFL test test of English as a foreign language",acbk,428.0076,67,23,16,22,6,0,0,0,0,0,0,0,0,0
"Danish made nice easy",acbk,439.81834,67,0,0,0,8,11,6,9,4,5,11,6,4,3
"Enjoy your stay English for the hospitality and travel industry",acbk,428.34,67,0,0,0,13,16,8,8,5,4,5,4,4,0
"500 Spanish verbs for dummies",acbk,468.2421,67,0,0,0,0,0,0,0,0,5,20,13,22,7
"Lose your accent in 28 days a complete system with Audio CD CD ROM",bccd,428.34,67,0,0,0,0,0,0,0,0,0,0,26,31,10
"Anh van dÃ¢Â€Â¦m thoai trong cuoc song Book 6 Conversational English for real life",bccas,428.3495,67,20,17,15,14,1,0,0,0,0,0,0,0,0
"InglÃ¢Â€Âšs sin barreras 4 El calendario y el clima el video maestro de inglÃ¢Â€Âšs conversacional",bcdvd,428.3461,67,0,0,0,10,23,6,2,5,9,4,5,3,0
"Damp squid the English language laid bare",acbk,420,66,0,0,0,32,9,7,8,6,1,0,2,0,1
"Spanish verbs",acbk,468.2421,66,28,12,16,3,5,2,0,0,0,0,0,0,0
"Just look n learn English picture dictionary",jcbk,423.1,66,5,13,13,11,2,8,6,7,1,0,0,0,0
"Basic English grammar by video",bcvhs,428,66,36,10,12,5,3,0,0,0,0,0,0,0,0
"Advanced English grammar for ESL learners",bcbk,428.24,66,0,0,0,0,0,0,0,0,0,20,15,18,13
"Dont look a gift horse in the mouth and other weird sayings",jcbk,428.1,66,0,0,0,4,19,7,10,10,2,9,2,3,0
"Abracadabra to zombie more than 300 wacky word origins",jcbk,422.03,66,9,14,11,8,6,3,7,7,1,0,0,0,0
"artful nuance a refined guide to imperfectly understood words in the English language",acbk,428.1,66,0,0,0,21,9,6,8,6,5,4,4,3,0
"Oxford Italian dictionary Italian English English Italian italiano inglese inglese italiano",acbk,453.21,66,13,24,11,10,4,3,1,0,0,0,0,0,0
"Hold your horses and other peculiar sayings",jcbk,428.1,66,0,0,0,0,0,5,14,11,10,10,7,4,5
"French grammar usage",acbk,448.2421,66,24,17,14,8,3,0,0,0,0,0,0,0,0
"InglÃ¢Â€Âšs sin esfuerzo la manera fÃ‚Â cil de aprender 1 000 palabras y frases claves",bcbk,423.61,66,0,12,28,16,4,2,1,1,2,0,0,0,0
"English for everyone English grammar guide",bcbk,428.24,66,0,0,0,0,0,0,0,0,0,0,0,11,55
"Nitty gritty grammar a not so serious guide to clear communication",acbk,428.2,66,17,15,13,5,4,5,3,4,0,0,0,0,0
"English for work activities a picture process dictionary",bcbk,428.24,66,18,5,8,6,3,7,7,7,2,2,0,1,0
"English for Mandarin Chinese speakers Ying yu quan tao ke cheng I A",bccd,428.34951,66,0,0,0,0,0,0,0,0,3,19,23,15,6
"Bad English a history of linguistic aggravation",acbk,422,66,0,0,0,0,0,0,0,0,41,10,8,5,2
"Ultimate mandarin Chinese basic intermediate",accas,495.18242,65,19,10,14,12,10,0,0,0,0,0,0,0,0
"La fiesta the party",jcdvd,468.3421,65,0,0,0,0,0,0,0,0,12,18,12,17,6
"English for everyone Course book Level 4 advanced",bcbk,428.24,65,0,0,0,0,0,0,0,0,0,0,0,42,23
"word detective",acbk,422,65,9,8,11,10,12,4,10,1,0,0,0,0,0
"You can teach someone to read a how to book for friends parents and teachers step by step detailed directions to provide anyone the necessary tools to easily teach someone to read",acbk,428.40715,65,8,8,14,8,13,6,4,4,0,0,0,0,0
"Hello America Unit 1 Beginner a video English course",bckit,428.34,65,28,13,10,7,6,1,0,0,0,0,0,0,0
"My first 1000 words in French",jcbk,448.2421,65,0,0,0,0,0,0,0,0,0,0,22,25,18
"French alphabet book of 1814 for Alfred Bourdier de Beauregard created by his uncle Arnaud at the Chateau de Beaumont de Beauregard",acbk,441.1,65,0,2,14,9,14,2,4,1,4,9,3,3,0
"Language hacking Spanish a conversation course for beginners",acbk,468.3421,65,0,0,0,0,0,0,0,0,0,0,0,36,29
"InglÃ¢Â€Âšs para la oficina mÃ¢Â€Âšdica English for the medical office palabras y frases esenciales para comunicarse exitosamente en el trabajo de la oficina mÃ¢Â€Âšdica",bccd,428.3461,65,0,0,2,10,10,14,8,3,6,9,1,2,0
Chinese,accd,495.18342,65,31,8,16,10,0,0,0,0,0,0,0,0,0
"Merriam Websters advanced learners English dictionary",acbk,423.1,65,0,0,0,8,17,8,6,6,1,8,7,3,1
"Barrons IELTS practice exams",acbk,428.0076,65,0,0,0,0,0,0,0,0,0,0,10,35,20
"Contemporarys celebrate with us a beginning reader of holidays and festivals",bcbk,428.64,65,9,14,9,6,7,7,2,3,4,2,2,0,0
"Companion book for translators and interpreters medical 1000 key English Spanish medical terms",acbk,468.3421,65,0,0,0,0,0,0,0,0,2,17,19,14,13
Wordplay,jcbk,428.2,65,0,0,0,0,0,0,0,0,0,0,0,50,15
"Milet bilingual visual dictionary English Chinese",jcbk,495.1321,64,13,7,14,5,9,6,5,1,0,4,0,0,0
"Globish how the English language became the worlds language",accd,420.9,64,0,0,0,0,5,22,13,10,6,4,1,2,1
"Communicate what you mean a concise advanced grammar",bcbk,428.24,64,0,0,0,0,9,17,7,10,10,3,2,2,4
"Random House Websters handy grammar usage punctuation",acbk,428.2,64,20,13,10,12,6,3,0,0,0,0,0,0,0
"Side by side TV Level 1",bcvhs,428.34,64,23,12,21,8,0,0,0,0,0,0,0,0,0
"Teaching English overseas a job guide for Americans and Canadians",acbk,428.0071,64,17,13,8,3,7,9,3,4,0,0,0,0,0
"Pronunciation pairs",bccas,428,64,28,16,15,5,0,0,0,0,0,0,0,0,0
"Macmillan dictionary for children",jcbk,423,64,14,9,13,12,11,5,0,0,0,0,0,0,0
"InglÃ¢Â€Âšs para educadores maestros profesores instructores English for educators palabras y frases esenciales para comunicarse exitosamente con estudiantes y padres",bccd,428.3461,64,0,0,2,19,11,2,7,9,7,5,1,1,0
"German phrase book",acbk,438.3421,64,19,19,16,8,2,0,0,0,0,0,0,0,0
"Kanji pict o graphix over 1000 Japanese kanji and kana mnemonics",acbk,495.68242,64,8,9,11,9,10,5,7,5,0,0,0,0,0
"Pocket French dictionary French English English French",acbk,443.21,64,20,11,11,9,9,4,0,0,0,0,0,0,0
"Barrons TOEIC Test of English for International Communication",acbk,428.0076,64,0,13,17,14,15,5,0,0,0,0,0,0,0
"reading strategies book your everything guide to developing skilled readers",acbk,428.4,64,0,0,0,0,0,0,0,0,0,0,23,19,22
"Spellbound the surprising origins and astonishing secrets of English spelling",acbk,421.52,63,0,19,17,5,5,1,2,1,3,3,4,2,1
"Alphabetical how every letter tells a story",acbk,421.1,63,0,0,0,0,0,0,0,0,0,45,10,7,1
"word museum the most remarkable English ever forgotten",acbk,423.1,63,9,11,12,5,4,3,3,3,3,4,3,1,2
"Comma sense a fundamental guide to punctuation",acbk,428.2,63,21,6,6,10,6,8,5,1,0,0,0,0,0
"English for Japanese speakers",bccd,428.34956,63,7,12,10,10,3,6,6,5,0,1,3,0,0
"Elementary modern standard Arabic",acbk,492.78242,63,14,13,10,5,15,5,1,0,0,0,0,0,0
"Dorling Kindersley childrens illustrated dictionary",jcbk,423,63,11,8,10,15,6,6,2,1,3,1,0,0,0
"My house a book in two languages Mi casa un libro en dos lenguas",jcbk,463.21,63,12,11,14,6,6,6,4,2,2,0,0,0,0
"Streetwise French dictionary thesaurus the user friendly guide to French slang and idioms",acbk,443.21,63,0,0,0,13,18,12,10,10,0,0,0,0,0
"Theres a word for it the explosion of the American language since 1900",acbk,423.028,63,0,0,0,0,45,6,3,2,0,2,2,1,2
"Mastering French Level two",accas,448,63,21,7,14,11,5,5,0,0,0,0,0,0,0
"Essential English Somali dictionary",acbk,423.9354,63,11,7,9,16,17,3,0,0,0,0,0,0,0
"InglÃ¢Â€Âšs mÃ‚Â s allÃ‚Â  de lo bÃ‚Â sico",bccd,428.3461,63,0,0,27,10,9,5,6,3,1,2,0,0,0
"On va jouer Lets play",jcdvd,448.3421,62,0,0,0,0,0,0,0,0,0,0,4,28,30
"Spanish all in one for dummies",acbk,468.2421,62,0,0,0,0,0,0,0,0,0,0,0,0,62
"Mira donde vivo un libro bilingÃ‚Âe busca y encuentra Look where I live a bilingual look and find book",jcbk,468.2421,62,0,0,0,0,0,0,0,0,0,23,33,6,0
"Oxford picture dictionary Teachers book",bcbk,428.24,62,16,15,16,8,3,4,0,0,0,0,0,0,0
"Cesar Chavez",bcbk,428.62,62,0,0,0,8,13,15,6,2,5,6,3,2,2
"English for Mandarin Chinese speakers Ying yu quan tao ke cheng I B",bccd,428.34951,62,0,0,0,0,0,0,0,0,2,17,27,15,1
"Totally weird and wonderful words",acbk,428.1,62,0,11,9,7,4,5,1,3,10,3,1,7,1
"Barrons how to prepare for the AP English advanced placement examinations literature and composition language and composition",acbk,428.0076,62,14,12,11,7,6,7,1,4,0,0,0,0,0
"Scholastic visual dictionary",jcbk,423.1,62,6,11,10,10,4,8,7,4,1,1,0,0,0
"Fun with colors English Spanish",jcvhs,468.34,62,22,16,14,9,1,0,0,0,0,0,0,0,0
"That or which and why a usage guide for thoughtful writers and editors",acbk,428.2,62,0,3,23,10,6,3,5,5,3,1,2,1,0
"German picture dictionary",jcbk,433.21,62,14,12,14,14,7,1,0,0,0,0,0,0,0
"NTCs German grammar",acbk,438.2421,62,11,6,16,8,7,1,7,4,2,0,0,0,0
"Korean language course communicative PSI approach",acbk,495.78242,61,8,4,6,5,8,10,8,9,3,0,0,0,0
"Colloquial Icelandic the complete course for beginners",acbk,439.69834,61,0,0,0,0,0,8,13,8,9,10,9,4,0
"Collins Angliiskii Slovar Russian dictionary",acbk,491.7321,61,7,11,3,10,6,6,6,6,0,2,2,1,1
"Persuasive English for job seekers Vietnamese",bcdvd,428.34959,61,0,0,0,0,0,20,10,11,9,5,1,4,1
"Chinese radicals",acbk,495.111,61,9,5,12,10,6,8,4,7,0,0,0,0,0
"La bella lingua my love affair with Italian the worlds most enchanting language",acbk,450,61,0,0,0,0,0,0,0,0,11,16,16,13,5
"Oxford picture dictionary English Chinese Yingwen Zhongwen",bcbk,495.1321,61,0,0,0,0,0,0,0,0,0,0,0,20,33
"NTCs American idioms the most practical reference for the everyday expressions of contemporary American English",acbk,423.1,61,13,9,10,7,8,3,2,3,2,1,3,0,0
"Thats not English Britishisms Americanisms and what our English says about us",acbk,427,61,0,0,0,0,0,0,0,0,0,36,12,7,6
"500 French verbs for dummies",acbk,448.2421,61,0,0,0,0,0,0,0,0,1,21,21,10,8
"Love stories",bcbk,428.62,61,0,0,0,3,17,8,4,11,9,5,2,2,0
"fight for English how language pundits ate shot and left",acbk,420.9,60,0,19,15,9,7,3,2,1,2,1,0,1,0
"Many languages one classroom teaching dual and English language learners tips and techniques for preschool teachers",jcbk,428.24,60,0,0,0,1,11,7,8,9,7,9,3,5,0
